dataset,ATE,lb,ub,DGPid,trueATE
low2735,0.288459846,0.197700914,0.379218778,22,0.158527502
low2736,2.681004261,2.298907838,3.063100685,38,2.5
low2737,0.126993086,-0.016659613,0.270645785,41,0.106286796
low2738,0.219295427,0.113386503,0.325204351,42,0.185291712
low2739,0.01143659,-0.080919502,0.103792682,41,0.106286796
low274,1.666492943,1.497806033,1.835179852,60,1.686248312
low2740,3.863782813,3.368721307,4.358844319,37,4
low2741,0.239305165,0.03614295,0.442467381,43,0.19546654
low2742,0.2690749,0.140431721,0.397718079,24,0.20001484
low2743,3.84277983,2.663529714,5.022029945,37,4
low2744,0.202732772,0.118943852,0.286521692,21,0.174969388
low2745,5.835788766,5.120803935,6.550773596,39,6.270296023
low2746,0.244632089,0.156589803,0.332674376,21,0.174969388
low2747,2.803852528,2.362530339,3.245174718,38,2.5
low2748,0.087528436,0.018067422,0.156989451,44,0.08229957
low2749,0.126650006,0.027343445,0.225956567,24,0.20001484
low275,0.087749836,0.062128024,0.113371649,36,0.094084067
low2750,3.687773082,3.171311634,4.204234529,37,4
low2751,4.012098633,3.51488765,4.509309616,37,4
low2752,2.493984087,1.884710345,3.10325783,38,2.5
low2753,2.523415114,2.120314482,2.926515745,38,2.5
low2754,0.357876841,0.244072304,0.471681378,23,0.195290626
low2755,5.631043172,4.904728083,6.357358261,39,6.270296023
low2756,0.066017225,-0.048454303,0.180488754,41,0.106286796
low2757,0.047785704,-0.039573598,0.135145005,21,0.174969388
low2758,0.215534743,0.134912124,0.296157363,21,0.174969388
low2759,0.137549573,0.037956409,0.237142736,23,0.195290626
low276,0.08733824,0.060485872,0.114190609,36,0.094084067
low2760,0.216166108,0.076072918,0.356259298,24,0.20001484
low2761,0.209068818,0.12011582,0.298021817,42,0.185291712
low2762,6.728027927,6.35335441,7.102701444,40,6.961984907
low2763,0.217979789,-0.011342507,0.447302086,43,0.19546654
low2764,0.275901692,0.145491756,0.406311629,24,0.20001484
low2765,0.217500195,0.106452814,0.328547577,24,0.20001484
low2766,5.823533614,5.074226085,6.572841144,39,6.270296023
low2767,0.202320793,0.113635218,0.291006367,42,0.185291712
low2768,0.141080888,0.061244157,0.220917619,42,0.185291712
low2769,0.265864272,0.155351773,0.376376771,24,0.20001484
low277,0.114604881,0.088963845,0.140245918,36,0.094084067
low2770,0.103295732,0.010266712,0.196324752,41,0.106286796
low2771,7.140793062,6.75109597,7.530490155,40,6.961984907
low2772,0.11656427,0.036317724,0.196810817,42,0.185291712
low2773,0.342617916,0.134820036,0.550415796,24,0.20001484
low2774,5.600555,4.959702044,6.241407957,39,6.270296023
low2775,2.673660721,2.343435671,3.003885771,38,2.5
low2776,6.927626495,4.625096901,9.23015609,39,6.270296023
low2777,2.253079077,1.898740474,2.60741768,38,2.5
low2778,7.15864633,6.748981282,7.568311379,40,6.961984907
low2779,4.023260818,3.421837265,4.624684372,37,4
low278,0.875680407,0.684829725,1.066531088,58,1
low2780,2.683432062,2.385311382,2.981552742,38,2.5
low2781,0.152586704,0.053682959,0.25149045,42,0.185291712
low2782,0.225199915,0.108042502,0.342357328,24,0.20001484
low2783,0.190732512,0.077661872,0.303803153,23,0.195290626
low2784,2.618005352,2.152627945,3.083382758,38,2.5
low2785,0.126526654,-0.00861002,0.261663329,41,0.106286796
low2786,0.184634598,0.075992392,0.293276805,23,0.195290626
low2787,0.085125654,0.009610633,0.160640675,44,0.08229957
low2788,0.191038633,0.093758073,0.288319193,42,0.185291712
low2789,0.300518562,0.213346181,0.387690944,22,0.158527502
low279,0.151164637,0.093215355,0.209113919,20,0.156759654
low2790,-0.02361312,-0.094085199,0.04685896,44,0.08229957
low2791,0.09677953,0.001319949,0.19223911,21,0.174969388
low2792,2.469545018,1.996392143,2.942697893,38,2.5
low2793,0.093689197,-0.090256672,0.277635067,23,0.195290626
low2794,0.173994713,0.085875259,0.262114167,21,0.174969388
low2795,0.229983229,0.127224449,0.33274201,42,0.185291712
low2796,0.255515487,0.15628156,0.354749415,24,0.20001484
low2797,7.021453317,6.708123046,7.334783587,40,6.961984907
low2798,2.48168756,2.016313993,2.947061127,38,2.5
low2799,0.189270629,0.093723081,0.284818178,42,0.185291712
low28,2.142853278,1.69238078,2.593325777,61,2
low280,-1.886461097,-2.659130135,-1.113792058,63,-2
low2800,0.246546599,0.125306752,0.367786446,43,0.19546654
low2801,0.065435113,-0.004646008,0.135516233,44,0.08229957
low2802,0.236071967,0.111935544,0.36020839,24,0.20001484
low2803,2.298306504,1.872951847,2.72366116,38,2.5
low2804,0.22838936,0.13826903,0.31850969,42,0.185291712
low2805,0.0825611,0.011935538,0.153186661,44,0.08229957
low2806,0.011070629,-0.058104981,0.08024624,44,0.08229957
low2807,0.26959988,0.104437641,0.434762119,43,0.19546654
low2808,0.126286512,0.01172154,0.240851484,23,0.195290626
low2809,7.076381748,6.63994412,7.512819376,40,6.961984907
low281,-0.783942072,-0.954101567,-0.613782576,59,-0.8
low2810,0.106980234,0.012859291,0.201101177,41,0.106286796
low2811,0.110950722,-0.000227434,0.222128877,23,0.195290626
low2812,0.247990847,0.139222253,0.356759441,24,0.20001484
low2813,0.118426436,0.014618503,0.222234368,23,0.195290626
low2814,0.191578837,0.013170787,0.369986888,43,0.19546654
low2815,0.250590681,0.164593381,0.336587982,22,0.158527502
low2816,0.253489147,0.132877873,0.374100422,23,0.195290626
low2817,0.096818668,-0.161250971,0.354888308,43,0.19546654
low2818,0.043760066,-0.052576949,0.140097081,41,0.106286796
low2819,0.264146866,0.17060525,0.357688482,42,0.185291712
low282,1.737203472,1.583100383,1.891306561,60,1.686248312
low2820,0.141439503,0.026487925,0.256391081,41,0.106286796
low2821,4.192930993,3.681097139,4.704764846,37,4
low2822,0.149993786,-0.066049871,0.366037443,43,0.19546654
low2823,3.634062235,3.045396157,4.222728312,37,4
low2824,6.525804726,5.749982372,7.30162708,39,6.270296023
low2825,0.129475848,0.01174109,0.247210607,23,0.195290626
low2826,7.067445442,6.685304952,7.449585931,40,6.961984907
low2827,0.205892347,0.058828971,0.352955724,24,0.20001484
low2828,0.140732483,-0.004815617,0.286280583,23,0.195290626
low2829,0.214939214,0.110544357,0.319334072,24,0.20001484
low283,0.103736132,0.083527353,0.123944911,33,0.099589875
low2830,0.069125117,0.002489025,0.135761209,44,0.08229957
low2831,2.737678104,2.441434379,3.033921829,38,2.5
low2832,4.093870238,3.660779011,4.526961465,37,4
low2833,6.146257661,4.900007035,7.392508287,39,6.270296023
low2834,4.06546432,3.427947106,4.702981534,37,4
low2835,0.215846765,0.075555762,0.356137769,43,0.19546654
low2836,0.125196749,0.041160607,0.209232892,21,0.174969388
low2837,0.270981851,0.065893571,0.476070131,43,0.19546654
low2838,0.109855145,0.036290167,0.183420123,44,0.08229957
low2839,0.282467794,0.165755698,0.399179891,22,0.158527502
low284,2.421859431,1.990290168,2.853428694,62,2
low2840,0.342331459,0.252198048,0.432464869,22,0.158527502
low2841,0.220327496,0.101896497,0.338758496,23,0.195290626
low2842,7.317264756,6.373379449,8.261150062,40,6.961984907
low2843,0.401429692,0.311377883,0.491481501,22,0.158527502
low2844,0.138892142,0.054484762,0.223299521,42,0.185291712
low2845,5.938913033,4.799319014,7.078507052,39,6.270296023
low2846,6.62813173,5.871836302,7.384427158,39,6.270296023
low2847,0.190772708,0.030237766,0.351307649,23,0.195290626
low2848,3.809856909,3.227625106,4.392088711,37,4
low2849,4.031016702,3.55667512,4.505358284,37,4
low285,1.91344713,1.429975129,2.396919132,62,2
low2850,2.344028753,1.657300327,3.030757179,38,2.5
low2851,0.21238834,0.118029113,0.306747567,42,0.185291712
low2852,0.162764492,0.08272209,0.242806894,21,0.174969388
low2853,0.051499925,-0.014943434,0.117943285,44,0.08229957
low2854,6.205626697,5.439541589,6.971711805,39,6.270296023
low2855,0.18581583,0.05981117,0.311820489,23,0.195290626
low2856,0.123097788,0.00710415,0.239091426,41,0.106286796
low2857,4.298423458,3.618831958,4.978014958,37,4
low2858,0.066954913,-0.010175277,0.144085104,44,0.08229957
low2859,0.081176019,0.001100765,0.161251274,44,0.08229957
low286,0.045659295,-0.03730083,0.12861942,20,0.156759654
low2860,-0.027710535,-0.116222909,0.060801838,41,0.106286796
low2861,2.355601061,2.017245447,2.693956674,38,2.5
low2862,0.088740708,-0.002636757,0.180118174,42,0.185291712
low2863,0.282892066,0.059086036,0.506698097,43,0.19546654
low2864,0.166939802,0.086871083,0.247008521,21,0.174969388
low2865,0.144961714,0.061949236,0.227974192,42,0.185291712
low2866,0.332865021,0.224732176,0.440997866,43,0.19546654
low2867,0.094842642,-0.002770325,0.192455609,44,0.08229957
low2868,0.141564891,0.023686765,0.259443017,23,0.195290626
low2869,0.15502212,-0.047692279,0.357736518,43,0.19546654
low287,2.911359384,2.216041292,3.606677475,32,2.527390408
low2870,0.269270916,0.175861575,0.362680257,22,0.158527502
low2871,0.22964453,0.142758468,0.316530593,22,0.158527502
low2872,0.278105678,0.150986714,0.405224643,24,0.20001484
low2873,2.484813163,2.069368009,2.900258316,38,2.5
low2874,7.161015722,6.638654314,7.68337713,40,6.961984907
low2875,0.031645967,-0.041655516,0.104947451,44,0.08229957
low2876,0.205125915,0.113471566,0.296780265,42,0.185291712
low2877,0.118742133,0.027321536,0.21016273,41,0.106286796
low2878,0.219267316,-0.015540864,0.454075497,43,0.19546654
low2879,3.882159458,3.337400756,4.426918159,37,4
low288,0.126620105,0.094870534,0.158369677,35,0.122643948
low2880,3.497229294,2.914212723,4.080245866,37,4
low2881,0.250239216,0.147043183,0.353435249,23,0.195290626
low2882,0.191163611,0.099280496,0.283046725,21,0.174969388
low2883,3.396019273,2.765331984,4.026706562,37,4
low2884,0.286037533,0.179511801,0.392563264,24,0.20001484
low2885,0.108536269,0.032975189,0.184097348,21,0.174969388
low2886,7.347022739,6.974176869,7.71986861,40,6.961984907
low2887,0.262483123,0.166923403,0.358042844,22,0.158527502
low2888,6.859623579,6.241589818,7.477657339,40,6.961984907
low2889,0.187263611,0.094782899,0.279744322,42,0.185291712
low289,0.163137917,0.101882663,0.22439317,20,0.156759654
low2890,0.187935307,0.062298241,0.313572373,23,0.195290626
low2891,0.211939559,0.027216619,0.396662499,43,0.19546654
low2892,0.219738242,0.124852916,0.314623567,42,0.185291712
low2893,2.473610356,2.123176546,2.824044166,38,2.5
low2894,0.229459211,0.145463675,0.313454747,42,0.185291712
low2895,5.979599754,5.22439057,6.734808937,39,6.270296023
low2896,6.881582788,5.409169972,8.353995604,39,6.270296023
low2897,0.214002477,0.101492687,0.326512267,24,0.20001484
low2898,0.115099846,0.027002376,0.203197315,21,0.174969388
low2899,0.190022971,0.106452376,0.273593566,21,0.174969388
low29,0.151778093,0.070267906,0.233288281,18,0.147047059
low290,0.12576646,0.099607027,0.151925893,35,0.122643948
low2900,0.335994032,0.249405169,0.422582895,22,0.158527502
low2901,2.493854835,2.029539724,2.958169946,38,2.5
low2902,0.212642141,0.117078429,0.308205853,21,0.174969388
low2903,0.144025061,0.054639673,0.233410449,42,0.185291712
low2904,7.239293401,6.856102425,7.622484376,40,6.961984907
low2905,0.099682124,-0.022209451,0.221573699,23,0.195290626
low2906,6.094309167,5.156510994,7.032107341,39,6.270296023
low2907,0.05420098,-0.013875708,0.122277669,44,0.08229957
low2908,0.276849914,0.186845718,0.36685411,22,0.158527502
low2909,0.33726316,0.248274671,0.426251649,22,0.158527502
low291,0.119156391,0.088535406,0.149777376,35,0.122643948
low2910,2.40251987,2.078240842,2.726798897,38,2.5
low2911,0.257032756,0.172429012,0.341636501,42,0.185291712
low2912,0.296522854,0.139335398,0.453710311,43,0.19546654
low2913,0.250512842,0.155846176,0.345179507,42,0.185291712
low2914,0.238901196,0.139137175,0.338665216,22,0.158527502
low2915,0.323246176,0.23907201,0.407420342,22,0.158527502
low2916,2.724038571,2.387729633,3.060347508,38,2.5
low2917,0.224035249,0.128134671,0.319935827,42,0.185291712
low2918,0.030720833,-0.043616798,0.105058464,44,0.08229957
low2919,0.183660483,0.030212394,0.337108573,41,0.106286796
low292,0.052593003,0.017837108,0.087348899,34,0.049629693
low2920,0.345358798,0.236526107,0.454191489,43,0.19546654
low2921,0.145688267,0.047379613,0.243996922,42,0.185291712
low2922,0.071180552,-0.014484538,0.156845642,21,0.174969388
low2923,7.010255043,6.612598996,7.40791109,40,6.961984907
low2924,0.24789517,0.147099364,0.348690977,22,0.158527502
low2925,0.09011191,0.015897943,0.164325877,44,0.08229957
low2926,0.211059008,0.069447308,0.352670709,23,0.195290626
low2927,0.239486118,0.12519004,0.353782196,24,0.20001484
low2928,0.3603824,0.25917988,0.461584919,43,0.19546654
low2929,0.095245854,0.025703186,0.164788522,44,0.08229957
low293,0.071959696,-0.011360944,0.155280336,17,0.106696525
low2930,0.071584728,-0.022062981,0.165232438,41,0.106286796
low2931,2.59729799,2.186202282,3.008393699,38,2.5
low2932,0.198308256,0.080062426,0.316554086,23,0.195290626
low2933,7.194862499,6.76467711,7.625047888,40,6.961984907
low2934,0.167577232,0.090214527,0.244939937,41,0.106286796
low2935,0.145459001,0.029281795,0.261636206,41,0.106286796
low2936,0.18256744,0.09614501,0.26898987,21,0.174969388
low2937,0.21238499,0.097921636,0.326848343,23,0.195290626
low2938,0.249237312,0.162194777,0.336279847,22,0.158527502
low2939,0.105217376,0.038817,0.171617753,44,0.08229957
low294,1.705235983,1.547965062,1.862506904,60,1.686248312
low2940,0.157434532,0.062820641,0.252048422,23,0.195290626
low2941,0.054140834,-0.016310935,0.124592603,44,0.08229957
low2942,2.663175872,2.179648938,3.146702806,38,2.5
low2943,0.03831883,-0.028372974,0.105010634,44,0.08229957
low2944,0.243014733,0.141145873,0.344883594,23,0.195290626
low2945,5.938306255,5.257239051,6.619373459,39,6.270296023
low2946,0.285259463,0.19757103,0.372947896,22,0.158527502
low2947,0.056500479,-0.010931631,0.12393259,44,0.08229957
low2948,0.28076044,0.194281396,0.367239484,22,0.158527502
low2949,0.072340132,0.00088958,0.143790684,44,0.08229957
low295,1.784631851,0.921799993,2.64746371,31,2
low2950,6.302266759,5.298287908,7.306245611,39,6.270296023
low2951,0.186493871,0.09489551,0.278092231,22,0.158527502
low2952,0.226555209,0.122168204,0.330942214,24,0.20001484
low2953,0.255395029,0.169444877,0.341345181,22,0.158527502
low2954,0.124262646,0.035671003,0.212854289,41,0.106286796
low2955,3.969351847,3.321222183,4.61748151,37,4
low2956,0.125751072,0.026284972,0.225217172,41,0.106286796
low2957,5.690459032,5.013463293,6.367454771,39,6.270296023
low2958,0.134794333,0.071123951,0.198464715,44,0.08229957
low2959,0.187951871,0.103027948,0.272875794,42,0.185291712
low296,2.695044721,1.990055104,3.400034338,32,2.527390408
low2960,5.906598247,5.264096744,6.549099751,39,6.270296023
low2961,0.10870518,-0.011944869,0.229355229,41,0.106286796
low2962,0.172035595,0.079441448,0.264629742,21,0.174969388
low2963,6.42283547,5.623793268,7.221877671,39,6.270296023
low2964,0.124132839,-0.048334738,0.296600415,43,0.19546654
low2965,3.760965409,3.338634261,4.183296558,37,4
low2966,0.056456277,-0.013040211,0.125952765,44,0.08229957
low2967,0.125769796,0.016730699,0.234808893,23,0.195290626
low2968,0.22474825,0.135942428,0.313554072,21,0.174969388
low2969,0.055791497,-0.083874858,0.195457853,41,0.106286796
low297,3.974584247,3.637921382,4.311247112,64,3.625
low2970,0.200279671,0.039699216,0.360860127,43,0.19546654
low2971,3.986641015,3.332834259,4.640447772,37,4
low2972,0.25611333,0.163171286,0.349055373,42,0.185291712
low2973,0.2193663,0.017689804,0.421042795,43,0.19546654
low2974,0.152888491,0.025611209,0.280165774,24,0.20001484
low2975,0.134450829,0.044601434,0.224300223,21,0.174969388
low2976,0.109598968,0.012771288,0.206426648,42,0.185291712
low2977,2.45978484,1.990576316,2.928993363,38,2.5
low2978,0.149340739,0.015140605,0.283540874,24,0.20001484
low2979,5.999608857,5.136595264,6.86262245,39,6.270296023
low298,3.54482588,3.224656828,3.864994932,64,3.625
low2980,0.22527648,0.129467199,0.321085761,42,0.185291712
low2981,0.113558315,0.016337725,0.210778905,41,0.106286796
low2982,0.13138218,0.063420547,0.199343813,44,0.08229957
low2983,0.133440958,0.05445603,0.212425886,21,0.174969388
low2984,0.187459036,0.04932391,0.325594162,23,0.195290626
low2985,0.006967182,-0.123943406,0.137877771,41,0.106286796
low2986,0.136920809,0.046222303,0.227619315,42,0.185291712
low2987,0.071797415,0.003784037,0.139810793,44,0.08229957
low2988,0.193375132,0.090976608,0.295773657,42,0.185291712
low2989,0.3228829,0.234108303,0.411657497,22,0.158527502
low299,0.112225653,0.082552811,0.141898496,35,0.122643948
low2990,0.108952294,-0.019052589,0.236957176,41,0.106286796
low2991,0.183033781,0.076866648,0.289200913,24,0.20001484
low2992,2.446872912,1.884595542,3.009150282,38,2.5
low2993,0.052518166,-0.013823087,0.11885942,44,0.08229957
low2994,0.11169766,-0.003223784,0.226619103,23,0.195290626
low2995,0.161207893,0.063084232,0.259331554,22,0.158527502
low2996,0.188944579,0.064580198,0.313308959,24,0.20001484
low2997,0.195417119,0.107237227,0.283597012,22,0.158527502
low2998,0.100030237,-0.00133367,0.201394144,41,0.106286796
low2999,6.102215063,5.239087945,6.965342181,39,6.270296023
low3,0.623660635,0.456625595,0.790695674,57,0.5
low30,0.136727606,0.106005055,0.167450156,35,0.122643948
low300,0.542873488,0.372512278,0.713234699,57,0.5
low3000,0.212731344,0.14959161,0.275871079,41,0.106286796
low3001,0.008870809,-0.062243939,0.079985557,44,0.08229957
low3002,0.134755251,0.019854457,0.249656046,23,0.195290626
low3003,0.148551805,0.07333736,0.223766251,21,0.174969388
low3004,5.666790741,4.744154512,6.58942697,39,6.270296023
low3005,7.002758525,6.57072773,7.43478932,40,6.961984907
low3006,3.715736027,2.891197961,4.540274092,37,4
low3007,0.162870126,0.06883096,0.256909292,21,0.174969388
low3008,0.392197321,0.319866605,0.464528036,43,0.19546654
low3009,7.113162158,6.700642695,7.525681622,40,6.961984907
low301,0.173541198,0.104496948,0.242585448,20,0.156759654
low3010,0.29676698,0.213110248,0.380423712,22,0.158527502
low3011,7.202526661,6.705062693,7.69999063,40,6.961984907
low3012,2.526641649,2.056329118,2.996954179,38,2.5
low3013,0.29189459,0.19471553,0.389073649,43,0.19546654
low3014,5.993194753,5.263697767,6.72269174,39,6.270296023
low3015,0.307331058,0.221167212,0.393494904,22,0.158527502
low3016,0.207593504,0.121126672,0.294060337,42,0.185291712
low3017,6.970995124,6.455438662,7.486551587,40,6.961984907
low3018,0.184034043,0.03379986,0.334268225,43,0.19546654
low3019,0.189257864,0.098112732,0.280402996,22,0.158527502
low302,0.50297386,0.321298431,0.684649288,57,0.5
low3020,0.240148823,0.097077545,0.383220101,24,0.20001484
low3021,7.267768364,6.789013783,7.746522944,40,6.961984907
low3022,2.156275716,1.633973318,2.678578114,38,2.5
low3023,0.154550633,0.052066947,0.25703432,41,0.106286796
low3024,0.191941739,0.082043,0.301840479,23,0.195290626
low3025,3.729501061,3.227306527,4.231695595,37,4
low3026,2.881954937,2.377535817,3.386374057,38,2.5
low3027,5.423175134,4.53040722,6.315943048,39,6.270296023
low3028,2.368772338,2.058987411,2.678557265,38,2.5
low3029,0.33349418,0.249079976,0.417908383,22,0.158527502
low303,0.102457616,0.082684675,0.122230557,33,0.099589875
low3030,0.052637091,-0.020685245,0.125959428,44,0.08229957
low3031,2.488877574,2.042406957,2.935348192,38,2.5
low3032,0.073525873,-0.151284412,0.298336159,43,0.19546654
low3033,0.35928775,0.18781605,0.53075945,43,0.19546654
low3034,0.256873402,0.090562124,0.42318468,43,0.19546654
low3035,0.135997754,0.043665674,0.228329833,41,0.106286796
low3036,0.247145435,0.156786704,0.337504166,22,0.158527502
low3037,0.055773458,-0.010026092,0.121573007,44,0.08229957
low3038,6.843963495,5.985741237,7.702185753,39,6.270296023
low3039,0.260160087,0.132825283,0.38749489,24,0.20001484
low304,2.050486434,1.560421656,2.540551212,62,2
low3040,0.124247416,0.052413992,0.19608084,41,0.106286796
low3041,0.101277593,0.032022702,0.170532484,44,0.08229957
low3042,0.057021336,-0.007851147,0.121893818,44,0.08229957
low3043,0.238850935,0.151223865,0.326478005,22,0.158527502
low3044,0.311713713,0.213246272,0.410181155,22,0.158527502
low3045,0.067657941,0.000106225,0.135209656,44,0.08229957
low3046,0.217972947,0.111880287,0.324065607,23,0.195290626
low3047,7.053573641,6.66617144,7.440975842,40,6.961984907
low3048,0.200803998,0.052156598,0.349451398,43,0.19546654
low3049,2.299958486,1.891085969,2.708831003,38,2.5
low305,0.530182609,0.357812888,0.702552329,57,0.5
low3050,6.075299296,5.435647349,6.714951243,39,6.270296023
low3051,0.189175608,0.102754169,0.275597047,42,0.185291712
low3052,0.182578129,0.087033114,0.278123143,21,0.174969388
low3053,6.272710581,5.45799352,7.087427642,39,6.270296023
low3054,0.116008057,0.030807204,0.201208909,21,0.174969388
low3055,4.186302447,3.549935616,4.822669278,37,4
low3056,0.220279601,0.129032368,0.311526835,42,0.185291712
low3057,0.230363099,0.096598936,0.364127262,43,0.19546654
low3058,0.271408383,0.158805713,0.384011053,22,0.158527502
low3059,0.13726783,0.049243852,0.225291808,21,0.174969388
low306,4.049792992,3.718214694,4.381371291,64,3.625
low3060,2.516088649,2.216232431,2.815944867,38,2.5
low3061,0.245816022,0.132235786,0.359396259,24,0.20001484
low3062,0.218491985,0.088261198,0.348722772,23,0.195290626
low3063,0.120980214,0.000619812,0.241340615,41,0.106286796
low3064,6.056555115,5.414141918,6.698968313,39,6.270296023
low3065,0.16627895,0.069699209,0.262858692,21,0.174969388
low3066,0.216463463,0.019598211,0.413328715,43,0.19546654
low3067,0.21896571,0.109198665,0.328732754,23,0.195290626
low3068,7.248847505,6.779494363,7.718200648,40,6.961984907
low3069,0.307982157,0.218272419,0.397691894,21,0.174969388
low307,1.808881064,0.691089463,2.926672664,31,2
low3070,0.254832877,0.175923115,0.333742639,22,0.158527502
low3071,0.196567695,0.058021787,0.335113603,24,0.20001484
low3072,0.317923882,0.230837247,0.405010516,22,0.158527502
low3073,0.0551112,-0.014822054,0.125044454,44,0.08229957
low3074,6.328400578,5.517971551,7.138829604,39,6.270296023
low3075,0.17340753,0.089934434,0.256880626,21,0.174969388
low3076,0.176345902,0.071293969,0.281397835,42,0.185291712
low3077,5.239877382,4.641930833,5.837823932,39,6.270296023
low3078,6.685353686,6.230777314,7.139930059,40,6.961984907
low3079,0.061713098,-0.007219549,0.130645745,44,0.08229957
low308,0.062661433,0.030319807,0.09500306,34,0.049629693
low3080,0.116295311,0.047710104,0.184880517,44,0.08229957
low3081,7.236396275,6.890265204,7.582527345,40,6.961984907
low3082,0.12886287,0.02876566,0.228960081,42,0.185291712
low3083,0.040471214,-0.029544567,0.110486995,44,0.08229957
low3084,0.199610402,0.109970957,0.289249847,42,0.185291712
low3085,0.25401996,0.166724845,0.341315076,22,0.158527502
low3086,7.241295118,6.83655359,7.646036646,40,6.961984907
low3087,7.177188755,6.766434354,7.587943156,40,6.961984907
low3088,0.023594497,-0.094417062,0.141606056,41,0.106286796
low3089,0.295184278,0.131297266,0.459071291,43,0.19546654
low309,1.73844144,1.576966585,1.899916294,60,1.686248312
low3090,0.239772864,0.158021734,0.321523994,42,0.185291712
low3091,0.073948199,-0.023604571,0.17150097,41,0.106286796
low3092,4.057411733,3.501142818,4.613680648,37,4
low3093,0.151116667,0.063614305,0.238619029,21,0.174969388
low3094,0.235364167,0.150869107,0.319859227,22,0.158527502
low3095,7.287831251,6.794582257,7.781080245,40,6.961984907
low3096,6.447550632,5.617032337,7.278068927,39,6.270296023
low3097,0.189843886,0.06278749,0.316900283,24,0.20001484
low3098,6.901687136,6.237559586,7.565814685,40,6.961984907
low3099,6.659233205,6.169432523,7.149033888,40,6.961984907
low31,2.047302207,1.410949302,2.683655112,62,2
low310,-0.608175409,-0.821096333,-0.395254486,59,-0.8
low3100,0.192528854,0.025851466,0.359206242,24,0.20001484
low3101,2.780806394,2.373962531,3.187650257,38,2.5
low3102,0.218320312,0.017260447,0.419380177,43,0.19546654
low3103,6.603822889,5.729806371,7.477839407,39,6.270296023
low3104,0.208659405,0.117862368,0.299456442,42,0.185291712
low3105,0.068015539,-0.003506469,0.139537548,44,0.08229957
low3106,0.07159745,0.009691846,0.133503054,44,0.08229957
low3107,3.826620306,3.221606181,4.43163443,37,4
low3108,4.486121853,3.953027795,5.019215912,37,4
low3109,0.10886513,-0.002083329,0.21981359,23,0.195290626
low311,3.587837195,3.246835472,3.928838918,64,3.625
low3110,0.03392355,-0.052927045,0.120774145,41,0.106286796
low3111,7.450578698,6.821577831,8.079579565,40,6.961984907
low3112,0.184298473,0.069360234,0.299236712,41,0.106286796
low3113,0.189347141,0.097510017,0.281184264,42,0.185291712
low3114,0.190312079,-0.030111279,0.410735438,24,0.20001484
low3115,7.013173366,6.6246291,7.401717631,40,6.961984907
low3116,0.127561437,0.032619086,0.222503788,41,0.106286796
low3117,0.250390937,0.152090667,0.348691207,24,0.20001484
low3118,2.520376517,2.184879413,2.85587362,38,2.5
low3119,0.259323672,0.123064066,0.395583279,24,0.20001484
low312,0.089593151,0.064243551,0.114942751,36,0.094084067
low3120,0.270598586,0.143474023,0.397723148,24,0.20001484
low3121,0.228063168,0.001337553,0.454788783,43,0.19546654
low3122,5.654339348,5.065252963,6.243425732,39,6.270296023
low3123,7.350032897,6.973790755,7.72627504,40,6.961984907
low3124,7.334760661,6.96139546,7.708125861,40,6.961984907
low3125,0.057112022,-0.030312392,0.144536437,41,0.106286796
low3126,0.228490417,0.141681702,0.315299133,22,0.158527502
low3127,6.709861843,6.323705727,7.096017959,40,6.961984907
low3128,2.625900568,2.086178916,3.16562222,38,2.5
low3129,7.362212362,6.965860463,7.758564261,40,6.961984907
low313,0.096757278,0.077263046,0.116251511,33,0.099589875
low3130,0.110202884,0.031077634,0.189328135,41,0.106286796
low3131,4.017549878,3.533227652,4.501872103,37,4
low3132,0.235729899,0.15741139,0.314048408,42,0.185291712
low3133,3.994447707,3.488083728,4.500811687,37,4
low3134,3.874503838,3.426224822,4.322782854,37,4
low3135,0.118874301,0.051622671,0.186125932,44,0.08229957
low3136,2.560589857,2.022264482,3.098915233,38,2.5
low3137,0.079203016,-0.011291659,0.16969769,41,0.106286796
low3138,0.165903787,0.081647412,0.250160162,21,0.174969388
low3139,0.295437941,0.210472517,0.380403366,22,0.158527502
low314,-1.9743125,-2.639369614,-1.309255386,63,-2
low3140,3.526767724,2.557611564,4.495923884,37,4
low3141,0.213176349,0.127665109,0.298687588,22,0.158527502
low3142,4.269847028,3.857371887,4.682322168,37,4
low3143,0.095879909,-0.001898708,0.193658527,41,0.106286796
low3144,0.096524523,0.023657423,0.169391624,44,0.08229957
low3145,4.110629734,3.646731973,4.574527494,37,4
low3146,0.130951678,0.04397661,0.217926746,42,0.185291712
low3147,0.116005898,0.028997159,0.203014638,41,0.106286796
low3148,0.152840958,0.02175596,0.283925956,23,0.195290626
low3149,5.882667004,5.099083206,6.666250801,39,6.270296023
low315,-0.783866701,-0.979217667,-0.588515735,59,-0.8
low3150,0.087139755,0.017032957,0.157246554,44,0.08229957
low3151,0.227399864,0.102945639,0.351854089,24,0.20001484
low3152,0.166506394,0.086542859,0.246469929,21,0.174969388
low3153,0.177155952,0.085862581,0.268449324,42,0.185291712
low3154,0.325072705,0.214503901,0.435641509,23,0.195290626
low3155,6.441723533,5.690586789,7.192860278,39,6.270296023
low3156,0.23496929,0.12663697,0.34330161,23,0.195290626
low3157,0.205762819,0.092237065,0.319288573,24,0.20001484
low3158,0.367798251,0.281316774,0.454279727,22,0.158527502
low3159,0.108029892,0.036715121,0.179344663,21,0.174969388
low316,0.594027569,0.421493055,0.766562083,57,0.5
